MH46_10|The price is fair for a good antique clock.|The price is fair for a good antique clock.
MH47_01|The music played on while they talked.|The music played on while they talked.
MH47_02|Dispense with a vest on a day like this.|Dispense with a vest on a day like this.
MH47_03|The bunch of grapes was pressed into wine.|The bunch of grapes was pressed into wine.
"MH47_04|He sent the figs, but kept the ripe cherries.|He sent the figs, but kept the ripe cherries."
MH47_05|The hinge on the door creaked with old age.|The hinge on the door creaked with old age.
MH47_06|The screen before the fire kept in the sparks.|The screen before the fire kept in the sparks.
"MH47_07|Fly by night, and you waste little time.|Fly by night, and you waste little time."
MH47_08|Thick glasses helped him read the print.|Thick glasses helped him read the print.
MH47_09|Birth and death mark the limits of life.|Birth and death mark the limits of life.
MH47_10|The chair looked strong but had no bottom.|The chair looked strong but had no bottom.
MH48_01|The kite flew wildly in the high wind.|The kite flew wildly in the high wind.
MH48_02|A fur muff is stylish once more.|A fur muff is stylish once more.
MH48_03|The tin box held priceless stones.|The tin box held priceless stones.
MH48_04|We need an end of all such matters.|We need an end of all such matters.
MH48_05|The case was puzzling to the old and wise.|The case was puzzling to the old and wise.
MH48_06|The bright lanterns were gay on the dark lawn.|The bright lanterns were gay on the dark lawn.
MH48_07|We don't get much money but we have fun.|We don't get much money but we have fun.
"MH48_08|The youth drove with zest, but little skill.|The youth drove with zest, but little skill."
MH48_09|Five years he lived with a shaggy dog.|Five years he lived with a shaggy dog.
MH48_10|A fence cuts through the corner lot.|A fence cuts through the corner lot.
MI49_01|The way to save money is not to spend much.|The way to save money is not to spend much.
MI49_02|Shut the hatch before the waves push it in.|Shut the hatch before the waves push it in.
MI49_03|The odor of spring makes young hearts jump.|The odor of spring makes young hearts jump.
MI49_04|Crack the walnut with your sharp side teeth.|Crack the walnut with your sharp side teeth.
MI49_05|He offered proof in the form of a large chart.|He offered proof in the form of a large chart.
MI49_06|Send the stuff in a thick paper bag.|Send the stuff in a thick paper bag.
MI49_07|A quart if milk is water for the most part.|A quart if milk is water for the most part.
MI49_08|They told wild tales to frighten him.|They told wild tales to frighten him.
MI49_09|The three story house was built of stone.|The three story house was built of stone.
MI49_10|In the rear of the ground floor was a large passage.|In the rear of the ground floor was a large passage.
MI50_01|A man in a blue sweater sat at the desk.|A man in a blue sweater sat at the desk.
MI50_02|Oats are a food eaten by horse and man.|Oats are a food eaten by horse and man.
MI50_03|Their eyelids droop for want of sleep.|Their eyelids droop for want of sleep.
MI50_04|A sip of tea revives his tired friend.|A sip of tea revives his tired friend.
MI50_05|There are many ways to do these things.|There are many ways to do these things.
MI50_06|Tuck the sheet under the edge of the mat.|Tuck the sheet under the edge of the mat.
MI50_07|A force equal to that would move the earth.|A force equal to that would move the earth.
MI50_08|We like to see clear weather.|We like to see clear weather.
MI50_09|The work of the tailor is seen on each side.|The work of the tailor is seen on each side.
MI50_10|Take a chance and win a china doll.|Take a chance and win a china doll.
"MI51_01|Shake the dust from your shoes, stranger.|Shake the dust from your shoes, stranger."
MI51_02|She was kind to sick old people.|She was kind to sick old people.
MI51_03|The square wooden crate was packed to be shipped.|The square wooden crate was packed to be shipped.
MI51_04|The dusty bench stood by the stone wall.|The dusty bench stood by the stone wall.
MI51_05|We dress to suit the weather of most days.|We dress to suit the weather of most days.
MI51_06|Smile when you say nasty words.|Smile when you say nasty words.
MI51_07|A bowl of rice is free with chicken stew.|A bowl of rice is free with chicken stew.
MI51_08|The water in this well is a source of good health.|The water in this well is a source of good health.
"MI51_09|Take shelter in this tent, but keep still.|Take shelter in this tent, but keep still."
MI51_10|That guy is the writer of a few banned books.|That guy is the writer of a few banned books.
MI52_01|The little tales they tell are false.|The little tales they tell are false.
"MI52_02|The door was barred, locked, and bolted as well.|The door was barred, locked, and bolted as well."
MI52_03|Ripe pears are fit for a queen's table.|Ripe pears are fit for a queen's table.
MI52_04|A big wet stain was on the round carpet.|A big wet stain was on the round carpet.
"MI52_05|The kite dipped and swayed, but stayed aloft.|The kite dipped and swayed, but stayed aloft."
MI52_06|The pleasant hours fly by much too soon.|The pleasant hours fly by much too soon.
MI52_07|The room was crowded with a wild mob.|The room was crowded with a wild mob.
MI52_08|This strong arm shall shield your honor.|This strong arm shall shield your honor.
MI52_09|She blushed when he gave her a white orchid.|She blushed when he gave her a white orchid.
MI52_10|The beetle droned in the hot June sun.|The beetle droned in the hot June sun.
MI53_01|Press the pedal with your left foot.|Press the pedal with your left foot.
MI53_02|Neat plans fail without luck.|Neat plans fail without luck.
MI53_03|The black trunk fell from the landing.|The black trunk fell from the landing.
MI53_04|The bank pressed for payment of the debt.|The bank pressed for payment of the debt.
MI53_05|The theft of the pearl pin was kept secret.|The theft of the pearl pin was kept secret.
MI53_06|Shake hands with this friendly child.|Shake hands with this friendly child.
MI53_07|The vast space stretched into the far distance.|The vast space stretched into the far distance.
MI53_08|A rich farm is rare in this sandy waste.|A rich farm is rare in this sandy waste.
MI53_09|His wide grin earned many friends.|His wide grin earned many friends.
MI53_10|Flax makes a fine brand of paper.|Flax makes a fine brand of paper.
MI54_01|Hurdle the pit with the aid of a long pole.|Hurdle the pit with the aid of a long pole.
MI54_02|A strong bid may scare your partner stiff.|A strong bid may scare your partner stiff.
MI54_03|Even a just cause needs power to win.|Even a just cause needs power to win.
MI54_04|Peep under the tent and see the clowns.|Peep under the tent and see the clowns.
MI54_05|The leaf drifts along with a slow spin.|The leaf drifts along with a slow spin.
MI54_06|Cheap clothes are flashy but don't last.|Cheap clothes are flashy but don't last.
MI54_07|A thing of small note can cause despair.|A thing of small note can cause despair.
MI54_08|Flood the mails with requests for this book.|Flood the mails with requests for this book.
MI54_09|A thick coat of black paint covered all.|A thick coat of black paint covered all.
MI54_10|The pencil was cut to be sharp at both ends.|The pencil was cut to be sharp at both ends.
MJ55_01|Those last words were a strong statement.|Those last words were a strong statement.
MJ55_02|He wrote his name boldly at the top of the sheet.|He wrote his name boldly at the top of the sheet.
MJ55_03|Dill pickles are sour but taste fine.|Dill pickles are sour but taste fine.
MJ55_04|Down that road is the way to the grain farmer.|Down that road is the way to the grain farmer.
MJ55_05|Either mud or dust are found at all times.|Either mud or dust are found at all times.
MJ55_06|The best method is to fix it in place with clips.|The best method is to fix it in place with clips.
MJ55_07|If you mumble your speech will be lost.|If you mumble your speech will be lost.
MJ55_08|At night the alarm roused him from a deep sleep.|At night the alarm roused him from a deep sleep.
MJ55_09|Read just what the meter says.|Read just what the meter says.
MJ55_10|Fill your pack with bright trinkets for the poor.|Fill your pack with bright trinkets for the poor.
MJ56_01|The small red neon lamp went out.|The small red neon lamp went out.
"MJ56_02|Clams are small, round, soft, and tasty.|Clams are small, round, soft, and tasty."
MJ56_03|The fan whirled its round blades softly.|The fan whirled its round blades softly.
MJ56_04|The line where the edges join was clean.|The line where the edges join was clean.
MJ56_05|Breathe deep and smell the piney air.|Breathe deep and smell the piney air.
MJ56_06|It matters not if he reads these words or those.|It matters not if he reads these words or those.
MJ56_07|A brown leather bag hung from its strap.|A brown leather bag hung from its strap.
MJ56_08|A toad and a frog are hard to tell apart.|A toad and a frog are hard to tell apart.
MJ56_09|A white silk jacket goes with any shoes.|A white silk jacket goes with any shoes.
MJ56_10|A break in the dam almost caused a flood.|A break in the dam almost caused a flood.
MJ57_01|Paint the sockets in the wall dull green.|Paint the sockets in the wall dull green.
MJ57_02|The child crawled into the dense grass.|The child crawled into the dense grass.
MJ57_03|Bribes fail where honest men work.|Bribes fail where honest men work.
"MJ57_04|Trample the spark, else the flames will spread.|Trample the spark, else the flames will spread."
MJ57_05|The hilt of the sword was carved with fine designs.|The hilt of the sword was carved with fine designs.
MJ57_06|A round hole was drilled through the thin board.|A round hole was drilled through the thin board.
MJ57_07|Footprints showed the path he took up the beach.|Footprints showed the path he took up the beach.
MJ57_08|She was waiting at my front lawn.|She was waiting at my front lawn.
MJ57_09|A vent near the edge brought in fresh air.|A vent near the edge brought in fresh air.
"MJ57_10|Prod the old mule with a crooked stick."" |Prod the old mule with a crooked stick."" "
MJ58_01|It is a band of steel three inches wide.|It is a band of steel three inches wide.
MJ58_02|The pipe ran almost the length of the ditch.|The pipe ran almost the length of the ditch.
MJ58_03|It was hidden from sight by a mass of leaves and shrubs.|It was hidden from sight by a mass of leaves and shrubs.
MJ58_04|The weight of the package was seen on the high scale.|The weight of the package was seen on the high scale.
"MJ58_05|Wake and rise, and step into the green outdoors.|Wake and rise, and step into the green outdoors."
MJ58_06|The green light in the brown box flickered.|The green light in the brown box flickered.
MJ58_07|The brass tube circled the high wall.|The brass tube circled the high wall.
MJ58_08|The lobes of her ears were pierced to hold rings.|The lobes of her ears were pierced to hold rings.
MJ58_09|Hold the hammer near the end to drive the nail.|Hold the hammer near the end to drive the nail.
MJ58_10|Next Sunday is the twelfth of the month.|Next Sunday is the twelfth of the month.
MJ59_01|Every word and phrase he speaks is true.|Every word and phrase he speaks is true.
MJ59_02|He put his last cartridge into the gun and fired.|He put his last cartridge into the gun and fired.
MJ59_03|They took their kids from the public school.|They took their kids from the public school.
MJ59_04|Drive the screw straight into the wood.|Drive the screw straight into the wood.
MJ59_05|Keep the hatch tight and the watch constant.|Keep the hatch tight and the watch constant.
MJ59_06|Sever the twine with a quick snip of the knife.|Sever the twine with a quick snip of the knife.
MJ59_07|Paper will dry out when wet.|Paper will dry out when wet.
MJ59_08|Slide the catch back and open the desk.|Slide the catch back and open the desk.
MJ59_09|Help the weak to preserve their strength.|Help the weak to preserve their strength.
MJ59_10|A sullen smile gets few friends.|A sullen smile gets few friends.
MJ60_01|Stop whistling and watch the boys march.|Stop whistling and watch the boys march.
"MJ60_02|Jerk the cord, and out tumbles the gold.|Jerk the cord, and out tumbles the gold."
MJ60_03|Slide the tray across the glass top.|Slide the tray across the glass top.
MJ60_04|The cloud moved in a stately way and was gone.|The cloud moved in a stately way and was gone.
MJ60_05|Light maple makes for a swell room.|Light maple makes for a swell room.
MJ60_06|Set the piece here and say nothing.|Set the piece here and say nothing.
MJ60_07|Dull stories make her laugh.|Dull stories make her laugh.
MJ60_08|A stiff cord will do to fasten your shoe.|A stiff cord will do to fasten your shoe.
MJ60_09|Get the trust fund to the bank early.|Get the trust fund to the bank early.
MJ60_10|Choose between the high road and the low.|Choose between the high road and the low.
MK61_01|A plea for funds seems to come again.|A plea for funds seems to come again.
MK61_02|He lent his coat to the tall gaunt stranger.|He lent his coat to the tall gaunt stranger.
MK61_03|There is a strong chance it will happen once more.|There is a strong chance it will happen once more.
MK61_04|The duke left the park in a silver coach.|The duke left the park in a silver coach.
MK61_05|Greet the new guests and leave quickly.|Greet the new guests and leave quickly.
MK61_06|When the frost has come it is time for turkey.|When the frost has come it is time for turkey.
MK61_07|Sweet words work better than fierce.|Sweet words work better than fierce.
MK61_08|A thin stripe runs down the middle.|A thin stripe runs down the middle.
MK61_09|A six comes up more often than a ten.|A six comes up more often than a ten.
MK61_10|Lush fern grow on the lofty rocks.|Lush fern grow on the lofty rocks.
MK62_01|The ram scared the school children off.|The ram scared the school children off.
MK62_02|The team with the best timing looks good.|The team with the best timing looks good.
MK62_03|The farmer swapped his horse for a brown ox.|The farmer swapped his horse for a brown ox.
MK62_04|Sit on the perch and tell the others what to do.|Sit on the perch and tell the others what to do.
MK62_05|A steep trail is painful for our feet.|A steep trail is painful for our feet.
MK62_06|The early phase of life moves fast.|The early phase of life moves fast.
MK62_07|Green moss grows on the northern side.|Green moss grows on the northern side.
MK62_08|Tea in thin china has a sweet taste.|Tea in thin china has a sweet taste.
MK62_09|Pitch the straw through the door of the stable.|Pitch the straw through the door of the stable.
MK62_10|The latch on the back gate needed a nail.|The latch on the back gate needed a nail.
MK63_01|The goose was brought straight from the old market.|The goose was brought straight from the old market.
MK63_02|The sink is the thing in which we pile dishes.|The sink is the thing in which we pile dishes.
MK63_03|A whiff of it will cure the most stubborn cold.|A whiff of it will cure the most stubborn cold.
MK63_04|The facts don't always show who is right.|The facts don't always show who is right.
MK63_05|She flaps her cape as she parades the street.|She flaps her cape as she parades the street.
MK63_06|The loss of the cruiser was a blow to the fleet.|The loss of the cruiser was a blow to the fleet.
MK63_07|Loop the braid to the left and then over.|Loop the braid to the left and then over.
MK63_08|Plead with the lawyer to drop the lost cause.|Plead with the lawyer to drop the lost cause.
MK63_09|Calves thrive on tender spring grass.|Calves thrive on tender spring grass.
MK63_10|Post no bills on this office wall.|Post no bills on this office wall.
MK64_01|Tear a thin sheet from the yellow pad.|Tear a thin sheet from the yellow pad.
MK64_02|A cruise in warm waters in a sleep yacht is fun.|A cruise in warm waters in a sleep yacht is fun.
MK64_03|A streak of color ran down the left edge.|A streak of color ran down the left edge.
MK64_04|It was done before the boy could see it.|It was done before the boy could see it.
MK64_05|Crouch before you jump or miss the mark.|Crouch before you jump or miss the mark.
MK64_06|Pack the kits and don't forget the salt.|Pack the kits and don't forget the salt.
MK64_07|The square peg will settle in the round hole.|The square peg will settle in the round hole.
MK64_08|Fine soap saves tender skin.|Fine soap saves tender skin.
MK64_09|Poached eggs and tea must suffice.|Poached eggs and tea must suffice.
MK64_10|Bad nerves are jangled by a door slam.|Bad nerves are jangled by a door slam.
MK65_01|Ship maps are different from those for planes.|Ship maps are different from those for planes.
MK65_02|Dimes showered down from all sides.|Dimes showered down from all sides.
MK65_03|They sang the same tunes at each party.|They sang the same tunes at each party.
MK65_04|The sky in the west is tinged with orange red.|The sky in the west is tinged with orange red.
MK65_05|The pods of peas ferment in bare fields.|The pods of peas ferment in bare fields.
MK65_06|The horse balked and threw the tall rider.|The horse balked and threw the tall rider.
MK65_07|The hitch between the horse and cart broke.|The hitch between the horse and cart broke.
MK65_08|Pile the coal high in the shed corner.|Pile the coal high in the shed corner.
MK65_09|A gold vase is both rare and costly.|A gold vase is both rare and costly.
MK65_10|The knife was hung inside its bright sheath.|The knife was hung inside its bright sheath.
MK66_01|The rarest spice comes from the far East.|The rarest spice comes from the far East.
MK66_02|The roof should be tilted at a sharp slant.|The roof should be tilted at a sharp slant.
MK66_03|A smatter of French is worse than none.|A smatter of French is worse than none.
MK66_04|The mule trod the treadmill day and night.|The mule trod the treadmill day and night.
MK66_05|The aim of the contest is to raise a great fund.|The aim of the contest is to raise a great fund.
MK66_06|To send it now in large amounts is bad.|To send it now in large amounts is bad.
MK66_07|There is a fine hard tang in salty air.|There is a fine hard tang in salty air.
MK66_08|Cod is the main business of the north shore.|Cod is the main business of the north shore.
MK66_09|The slab was hewn from heavy blocks of slate.|The slab was hewn from heavy blocks of slate.
MK66_10|Dunk the stale biscuits into strong drink.|Dunk the stale biscuits into strong drink.
ML67_01|Hang tinsel from both branches.|Hang tinsel from both branches.
ML67_02|Cap the jar with a tight brass cover.|Cap the jar with a tight brass cover.
ML67_03|The poor boy missed the boat again.|The poor boy missed the boat again.
ML67_04|Be sure to set the lamp firmly in the hole.|Be sure to set the lamp firmly in the hole.
ML67_05|Pick a card and slip it under the pack.|Pick a card and slip it under the pack.
ML67_06|A round mat will cover the dull spot.|A round mat will cover the dull spot.
ML67_07|The first part of the plan needs changing.|The first part of the plan needs changing.
ML67_08|A good book informs of what we ought to know.|A good book informs of what we ought to know.
ML67_09|The mail comes in three batches per day.|The mail comes in three batches per day.
ML67_10|You cannot brew tea in a cold pot.|You cannot brew tea in a cold pot.
ML68_01|Dots of light betrayed the black cat.|Dots of light betrayed the black cat.
ML68_02|Put the chart on the mantel and tack it down.|Put the chart on the mantel and tack it down.
ML68_03|The night shift men rate extra pay.|The night shift men rate extra pay.
ML68_04|The red paper brightened the dim stage.|The red paper brightened the dim stage.
ML68_05|See the player scoot to third base.|See the player scoot to third base.
ML68_06|Slide the bill between the two leaves.|Slide the bill between the two leaves.
ML68_07|Many hands help get the job done.|Many hands help get the job done.
ML68_08|We don't like to admit our small faults.|We don't like to admit our small faults.
ML68_09|No doubt about the way the wind blows.|No doubt about the way the wind blows.
ML68_10|Dig deep in the earth for pirate's gold.|Dig deep in the earth for pirate's gold.
ML69_01|The steady drip is worse than a drenching rain.|The steady drip is worse than a drenching rain.
ML69_02|A flat pack takes less luggage space.|A flat pack takes less luggage space.
ML69_03|Green ice frosted the punch bowl.|Green ice frosted the punch bowl.
ML69_04|A stuffed chair slipped from the moving van.|A stuffed chair slipped from the moving van.
ML69_05|The stitch will serve but needs to be shortened.|The stitch will serve but needs to be shortened.
ML69_06|A thin book fits in the side pocket.|A thin book fits in the side pocket.
ML69_07|The gloss on top made it unfit to read.|The gloss on top made it unfit to read.
ML69_08|The hail pattered on the burnt brown grass.|The hail pattered on the burnt brown grass.
ML69_09|Seven seals were stamped on great sheets.|Seven seals were stamped on great sheets.
ML69_10|Our troops are set to strike heavy blows.|Our troops are set to strike heavy blows.
ML70_01|The store was jammed before the sale could start.|The store was jammed before the sale could start.
ML70_02|It was a bad error on the part of the new judge.|It was a bad error on the part of the new judge.
ML70_03|One step more and the board will collapse.|One step more and the board will collapse.
ML70_04|Take the match and strike it against your shoe.|Take the match and strike it against your shoe.
"ML70_05|The pot boiled, but the contents failed to jell.|The pot boiled, but the contents failed to jell."
ML70_06|The baby puts his right foot in his mouth.|The baby puts his right foot in his mouth.
ML70_07|The bombs left most of the town in ruins.|The bombs left most of the town in ruins.
ML70_08|Stop and stare at the hard working man.|Stop and stare at the hard working man.
ML70_09|The streets are narrow and full of sharp turns.|The streets are narrow and full of sharp turns.
ML70_10|The pup jerked the leash as he saw a feline shape.|The pup jerked the leash as he saw a feline shape.
ML71_01|Open your book to the first page.|Open your book to the first page.
ML71_02|Fish evade the net and swim off.|Fish evade the net and swim off.
ML71_03|Dip the pail once and let it settle.|Dip the pail once and let it settle.
ML71_04|Will you please answer that phone.|Will you please answer that phone.
ML71_05|The big red apple fell to the ground.|The big red apple fell to the ground.
ML71_06|The curtain rose and the show was on.|The curtain rose and the show was on.
ML71_07|The young prince became heir to the throne.|The young prince became heir to the throne.
ML71_08|He sent the boy on a short errand.|He sent the boy on a short errand.
ML71_09|Leave now and you will arrive on time.|Leave now and you will arrive on time.
ML71_10|The corner store was robbed last night.|The corner store was robbed last night.
ML72_01|A gold ring will please most any girl.|A gold ring will please most any girl.
ML72_02|The long journey home took a year.|The long journey home took a year.
ML72_03|She saw a cat in the neighbor's house.|She saw a cat in the neighbor's house.
ML72_04|A pink shell was found on the sandy beach.|A pink shell was found on the sandy beach.
ML72_05|Small children came to see him.|Small children came to see him.
ML72_06|The grass and bushes were wet with dew.|The grass and bushes were wet with dew.
ML72_07|The blind man counted his old coins.|The blind man counted his old coins.
ML72_08|A severe storm tore down the barn.|A severe storm tore down the barn.
ML72_09|She called his name many times.|She called his name many times.
"ML72_10|When you hear the bell, come quickly.|When you hear the bell, come quickly."
